Time (sec),Link Budget (kbps),Antenna X,Antenna Y,Antenna Z,Satelite X,Satelite Y,Satelite Z,Slant Distance (km)
0.0,15037980.790254427,6132.732565999999,5437.728124,3689.829568000001,3689.773564,4222.72217,3028.891599,2807.3345280842696
494.1888326999999,8648997.489109466,5950.505743210296,5584.040250212012,3768.8345680777793,2319.817224,4865.712767,3698.167005,3701.741131026656
554.1888326999999,7015820.569914407,5928.055410163097,5601.31423854407,3778.567979092617,1865.808701,4981.749611,3862.256016,4110.074493404182
614.1888329999999,5746514.51495795,5905.535950331192,5618.481001292899,3788.3313602377975,1402.384261,5072.667625,4006.812686,4541.367797104021
674.1888329999999,4765434.524014301,5882.947795028631,5635.540209664381,3798.124524515788,932.0104707,5138.4804,4131.480818,4986.9805756809865
734.1888329999999,4003720.989703154,5860.291376546876,5652.491537181074,3807.947284505293,457.1066771,5179.368385,4236.050692,5440.72816275314
794.1888329999999,3406829.3249153737,5837.567128596576,5669.334659344591,3817.7994521697246,-19.97676063,5195.6658,4320.451362,5898.121865898028
854.1888329999999,2933805.456991492,5814.7754861868325,5686.0692537279165,3827.6808389095486,-496.9769412,5187.846254,4384.741366,6355.844656135308
914.188833,2554495.2975067617,5791.91688561688,5702.694999981575,3837.591255565889,-971.7335203,5156.50757,4429.098291,6811.399863104317
974.188833,2246779.9166499036,5768.991764467724,5719.211579839767,3847.5305124241527,-1442.200491,5102.356322,4453.807591,7262.876568581399
1034.188833,1994367.884856715,5746.000561593777,5735.6186771264565,3857.498419217659,-1906.454806,5026.192483,4459.251039,7708.791402894651
1094.188833,1785163.270393292,5722.943717114442,5751.91597776143,3867.494785131284,-2362.702095,4928.894567,4445.895151,8147.9800824972945
1154.188833,1610095.8224390692,5699.821672405704,5768.103169766304,3877.519418805111,-2809.27978,4811.405518,4414.27986,8579.521530683382
1214.188833,1462291.2576482499,5676.634870091668,5784.179943270499,3887.572128338097,-3244.657942,4674.719569,4365.00765,9002.683624258905
1274.188833,1336483.0764766452,5653.383754036091,5800.145990517172,3897.652721291744,-3667.438274,4519.870184,4298.733329,9416.883511701504
1334.188833,1228593.6024261685,5630.068769333886,5816.001005869104,3907.761004693781,-4076.35148,4347.919174,4216.154538,9821.657950322244
1394.188833,1135433.28957373,5606.690362302599,5831.74468581456,3917.896785041863,-4470.253434,4159.946995,4118.003068,10216.64065715016
1454.188833,1054482.9589476557,5583.248980473867,5847.376728973084,3928.059868307269,-4848.120379,3957.044221,4005.037018,10601.544660380621
